date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:21:50	8298/8298	---M-Z	200	added ('OK')	text/css	etag:%22206a-5c95b06a9fcb6-gzip%22	https://foodling.co/assets/vendor/EasyAutocomplete/easy-autocomplete.min.css	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/EasyAutocomplete/easy-autocomplete.min.css	(from https://foodling.co/menu/mills-bbq-milton)
01:21:51	63391/63391	---M-Z	200	added ('OK')	text/css	etag:%22f79f-5ccd08fb38634-gzip%22	https://foodling.co/assets/css/store-v2.css?ver=1.4.0	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/css/store-v22fca.css	(from https://foodling.co/menu/mills-bbq-milton)
01:21:52	13693/13693	---M-Z	200	added ('OK')	text/css	etag:%22357d-5cb823059bd53-gzip%22	https://foodling.co/assets/css/responsive.css?ver=1.1.0	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/css/responsivef488.css	(from https://foodling.co/menu/mills-bbq-milton)
01:21:53	12438/12438	---M-Z	200	added ('OK')	text/css	etag:%223096-5c95b06a9ed16-gzip%22	https://foodling.co/assets/vendor/typeahead/jquery.typeahead.min.css	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/typeahead/jquery.typeahead.min.css	(from https://foodling.co/menu/mills-bbq-milton)
01:21:54	164170/164170	---MC-	200	added ('OK')	text/javascript	date:Mon,%2014%20Feb%202022%2021:21:54%20GMT	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyDQMGMKI6JPWXFlIifXHz6lfN2Jzf6TF7Y	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/maps.googleapis.com/maps/api/js21a6	(from https://foodling.co/menu/mills-bbq-milton)
01:21:55	4352/4352	---M--	200	added ('OK')	image/png	etag:%221100-5c9890ea05493%22	https://foodling.co/upload/1628965376-Map%20Icon%20(3).png	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/upload/1628965376-Map%20Icon%20(3).png	(from https://foodling.co/menu/mills-bbq-milton)
01:21:55	101516/101516	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2014%20Feb%202022%2021:21:55%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/connect.facebook.net/en_US/fbevents.js	(from https://foodling.co/menu/mills-bbq-milton)
01:21:57	833391/833391	---M--	200	added ('OK')	image/png	etag:%22cb76f-5c95b06ece0ec%22	https://foodling.co/upload/1627752005-The%20Mills%20BBQ.png	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/upload/1627752005-The%20Mills%20BBQ.png	(from https://foodling.co/menu/mills-bbq-milton)
01:21:58	40957/40957	---M--	200	added ('OK')	image/gif	etag:%229ffd-5ccd08fb38634%22	https://foodling.co/assets/images/loading-buffering.gif	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/images/loading-buffering.gif	(from https://foodling.co/menu/mills-bbq-milton)
01:21:58	9916/9916	---M--	200	added ('OK')	image/png	etag:%2226bc-5c95b06a7ba9d%22	https://foodling.co/assets/images/default-food-image-large.png	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/images/default-food-image-large.png	(from https://foodling.co/menu/mills-bbq-milton)
01:21:59	18880/18880	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2021:22:00%20GMT	https://foodling.co/menu/kopper-kettle-bistro-milton	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/menu/kopper-kettle-bistro-milton.html	(from https://foodling.co/menu/mills-bbq-milton)
01:22:01	58437/58437	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2021:22:01%20GMT	https://foodling.co/menu/pretty-rad-milton	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/menu/pretty-rad-milton.html	(from https://foodling.co/menu/mills-bbq-milton)
01:22:01	18880/18880	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2021:22:01%20GMT	https://foodling.co/menu/the-ivy-arms-milton	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/menu/the-ivy-arms-milton.html	(from https://foodling.co/menu/mills-bbq-milton)
01:22:01	18880/18880	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2021:22:02%20GMT	https://foodling.co/menu/royal-garden-milton	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/menu/royal-garden-milton.html	(from https://foodling.co/menu/mills-bbq-milton)
01:22:02	18880/18880	---MCZ	200	added ('OK')	text/html	date:Mon,%2014%20Feb%202022%2021:22:02%20GMT	https://foodling.co/menu/mr-mirchi-milton	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/menu/mr-mirchi-milton.html	(from https://foodling.co/menu/mills-bbq-milton)
01:22:05	93107/93107	---M-Z	200	added ('OK')	application/javascript	etag:%2216bb3-5c95b06a8473b-gzip%22	https://foodling.co/assets/vendor/jquery-1.10.2.min.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/jquery-1.10.2.min.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:06	240427/240427	---MCZ	200	added ('OK')	application/javascript	etag:%223ab2b-5c95b06a856db-gzip%22	https://foodling.co/assets/vendor/jquery-ui-1.11.4/jquery-ui.min.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/jquery-ui-1.11.4/jquery-ui.min.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:07	71012/71012	---M-Z	200	added ('OK')	application/javascript	etag:%2211564-5c95b06a9fcb6-gzip%22	https://foodling.co/assets/vendor/DataTables/jquery.dataTables.min.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/DataTables/jquery.dataTables.min.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:08	1725/1725	---M-Z	200	added ('OK')	application/javascript	etag:%226bd-5c95b06a9fcb6-gzip%22	https://foodling.co/assets/vendor/DataTables/fnReloadAjax.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/DataTables/fnReloadAjax.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:09	34111/34111	---M-Z	200	added ('OK')	application/javascript	etag:%22853f-5c95b06a97018-gzip%22	https://foodling.co/assets/vendor/JQV/form-validator/jquery.form-validator.min.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/JQV/form-validator/jquery.form-validator.min.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:10	43882/43882	---M-Z	200	added ('OK')	application/javascript	etag:%22ab6a-5c95b06a8473b-gzip%22	https://foodling.co/assets/vendor/jquery.ui.timepicker-0.0.8.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/jquery.ui.timepicker-0.0.8.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:11	25346/25346	---M-Z	200	added ('OK')	application/javascript	etag:%226302-5c95b06a8379b-gzip%22	https://foodling.co/assets/vendor/SimpleAjaxUploader.min.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/SimpleAjaxUploader.min.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:12	14644/14644	---M-Z	200	added ('OK')	application/javascript	etag:%223934-5c95b06a856db-gzip%22	https://foodling.co/assets/vendor/iCheck/icheck.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/iCheck/icheck.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:13	26966/26966	---M-Z	200	added ('OK')	application/javascript	etag:%226956-5c95b06a97018-gzip%22	https://foodling.co/assets/vendor/chosen/chosen.jquery.min.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/chosen/chosen.jquery.min.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:14	7995/7995	---M-Z	200	added ('OK')	application/javascript	etag:%221f3b-5c95b06a8473b-gzip%22	https://foodling.co/assets/vendor/jquery.printelement.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/jquery.printelement.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:15	48706/48706	---M-Z	200	added ('OK')	application/javascript	etag:%22be42-5c95b06aa0c56-gzip%22	https://foodling.co/assets/vendor/fancybox/source/jquery.fancybox.js?ver=1	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/fancybox/source/jquery.fancybox68b3.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:16	4228/4228	---M-Z	200	added ('OK')	application/javascript	etag:%221084-5c95b06a8473b-gzip%22	https://foodling.co/assets/vendor/jquery.appear.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/jquery.appear.js	(from https://foodling.co/menu/mills-bbq-milton)
01:22:17	46281/46281	---M-Z	200	added ('OK')	application/javascript	etag:%22b4c9-5c95b06a9ae97-gzip%22	https://foodling.co/assets/vendor/magnific-popup/jquery.magnific-popup.js	C:/Users/Linkeo-admin/Documents/https___www.themillsbbq.com_/foodling.co/assets/vendor/magnific-popup/jquery.magnific-popup.js	(from https://foodling.co/menu/mills-bbq-milton)
